SA2_CODE_2016,SA2_5DIG16,AREA_SQKM,NR_OF_PEOPLE_2016,NR_OF_PEOPLE_2016_%,POPULATION_DENSITY_2016
701021026,71026,1.9,3460,0.01,1821.0526315789475
701021027,71027,3.1,2763,0.01,891.2903225806451
701021028,71028,0.8,2337,0.01,2921.25
701021029,71029,0.9,1996,0.01,2217.777777777778
701021030,71030,1.3,2557,0.01,1966.923076923077
701031031,71031,118.0,7521,0.03,63.73728813559322
701031032,71032,157.4,9117,0.04,57.92249047013977
701031033,71033,1199.6,24,0.0,0.02000666888962988
701031034,71034,54.7,3531,0.01,64.55210237659963
701031035,71035,1408.5,4730,0.02,3.3581824636137734
701041036,71036,1.3,3237,0.01,2490.0
701041037,71037,1.7,3045,0.01,1791.1764705882354
701041038,71038,11.7,4549,0.02,388.8034188034188
701041039,71039,1.5,3530,0.01,2353.3333333333335
701041040,71040,1.8,3150,0.01,1750.0
701041041,71041,4.8,4475,0.02,932.2916666666667
701041042,71042,25.0,3192,0.01,127.68
701041043,71043,3.2,7062,0.03,2206.875
701041044,71044,1.6,3427,0.01,2141.875
702011045,71045,16.7,4616,0.02,276.4071856287425
702011046,71046,25.8,5520,0.02,213.953488372093
702011047,71047,17.1,4760,0.02,278.36257309941516
702011048,71048,58.6,5266,0.02,89.86348122866895
702011049,71049,19.0,4043,0.02,212.78947368421052
702011050,71050,175242.2,2741,0.01,0.015641209708620412
702011051,71051,190.7,2618,0.01,13.728369166229681
702011052,71052,129516.5,4623,0.02,0.03569429377724074
702011053,71053,192633.3,3133,0.01,0.016264062340208055
702011054,71054,71845.1,2398,0.01,0.03337736324397906
702021055,71055,303171.9,2879,0.01,0.009496262681336892
702021056,71056,42.1,3362,0.01,79.85748218527316
702031057,71057,33100.7,4968,0.02,0.15008746038603415
702031058,71058,34828.1,2102,0.01,0.0603535650810696
702031059,71059,3373.7,2858,0.01,0.8471411210243946
702031060,71060,7483.2,2805,0.01,0.3748396407953817
702031061,71061,33509.2,5483,0.02,0.16362670550177266
702041062,71062,2609.0,2811,0.01,1.0774243004982753
702041063,71063,30989.9,8582,0.04,0.27692893491105164
702041064,71064,7.6,3409,0.01,448.5526315789474
702051065,71065,92949.7,2596,0.01,0.027929084225123912
702051066,71066,92275.0,4774,0.02,0.05173665673259279
702051067,71067,7416.9,10635,0.04,1.4338874732030904
702051068,71068,133608.6,2842,0.01,0.021271085843276555
801011001,81001,1.6,2429,0.01,1518.125
801011002,81002,4.4,6916,0.03,1571.8181818181818
801011003,81003,5.8,7273,0.03,1253.9655172413793
801011004,81004,1.9,3008,0.01,1583.157894736842
801011005,81005,1.6,2885,0.01,1803.125
801011006,81006,3.6,7262,0.03,2017.2222222222222
801011007,81007,3.1,5393,0.02,1739.6774193548385
801011008,81008,2.8,4863,0.02,1736.7857142857144
801011009,81009,2.1,3376,0.01,1607.6190476190475
801011010,81010,2.5,2045,0.01,818.0
801011011,81011,2.4,3351,0.01,1396.25
801011012,81012,9.9,7,0.0,0.7070707070707071
801011013,81013,2.0,2992,0.01,1496.0
801011014,81014,1.7,3118,0.01,1834.1176470588236
801011015,81015,3.3,4659,0.02,1411.818181818182
801011016,81016,6.0,7464,0.03,1244.0
801011017,81017,2.7,3671,0.02,1359.6296296296296
801011018,81018,3.1,145,0.0,46.774193548387096
801011019,81019,4.3,6898,0.03,1604.1860465116279
801011020,81020,1.7,2764,0.01,1625.8823529411766
801011021,81021,1.4,2835,0.01,2025.0000000000002
801011022,81022,2.3,3211,0.01,1396.0869565217392
801011023,81023,1.3,3047,0.01,2343.846153846154
801011024,81024,1.4,2980,0.01,2128.571428571429
801011025,81025,1.5,2629,0.01,1752.6666666666667
801011026,81026,1.6,2582,0.01,1613.75
801011111,81111,24.9,12,0.0,0.48192771084337355
801011112,81112,11.4,15,0.0,1.3157894736842104
801031031,81031,8.6,435,0.0,50.58139534883721
801031032,81032,77.0,44,0.0,0.5714285714285714
801031113,81113,31.1,813,0.0,26.141479099678456
801031114,81114,5.5,101,0.0,18.363636363636363
801031115,81115,89.7,176,0.0,1.9620958751393534
801041034,81034,2.6,5721,0.02,2200.3846153846152
801041035,81035,2.8,6917,0.03,2470.357142857143
801041036,81036,2.6,5850,0.02,2250.0
801041037,81037,1.7,4521,0.02,2659.4117647058824
801041038,81038,1.9,4456,0.02,2345.263157894737
801041039,81039,2.3,6592,0.03,2866.0869565217395
801041040,81040,4.6,6332,0.03,1376.521739130435
801041043,81043,2.9,276,0.0,95.17241379310344
801041044,81044,2.9,7850,0.03,2706.896551724138
801041045,81045,7.4,4,0.0,0.5405405405405405
801041046,81046,4.2,10577,0.04,2518.333333333333
801041047,81047,6.7,6879,0.03,1026.7164179104477
801041048,81048,1.9,5656,0.02,2976.842105263158
801041116,81116,17.2,0,0.0,0.0
801041117,81117,14.8,0,0.0,0.0
801041118,81118,2.9,669,0.0,230.6896551724138
801041119,81119,6.2,9,0.0,1.4516129032258065
801041120,81120,1.9,99,0.0,52.10526315789474
801041121,81121,3.0,0,0.0,0.0
801041122,81122,1.5,0,0.0,0.0
801051049,81049,2.7,2140,0.01,792.5925925925925
801051050,81050,3.5,5260,0.02,1502.857142857143
801051051,81051,1.4,5689,0.02,4063.571428571429
801051053,81053,1.4,4390,0.02,3135.714285714286
801051054,81054,1.6,2174,0.01,1358.75
801051055,81055,1.6,3716,0.02,2322.5
801051056,81056,1.9,3055,0.01,1607.8947368421054
801051057,81057,5.5,5250,0.02,954.5454545454545
801051058,81058,4.9,5626,0.02,1148.1632653061224
801051060,81060,1.5,4131,0.02,2754.0
801051061,81061,3.7,5947,0.02,1607.2972972972973
801051123,81123,6.7,0,0.0,0.0
801051124,81124,3.2,3220,0.01,1006.25
801051125,81125,2.4,1846,0.01,769.1666666666667
801051126,81126,1.1,3,0.0,2.727272727272727
801051127,81127,0.9,1655,0.01,1838.888888888889
801051128,81128,0.5,3,0.0,6.0
801061062,81062,3.6,2930,0.01,813.8888888888889
801061063,81063,1.6,1637,0.01,1023.125
801061064,81064,2.8,4688,0.02,1674.2857142857144
801061066,81066,6.2,0,0.0,0.0
801061067,81067,4.1,5997,0.02,1462.6829268292684
801061068,81068,1.8,5,0.0,2.7777777777777777
801061069,81069,4.9,3266,0.01,666.530612244898
801061070,81070,7.2,2942,0.01,408.6111111111111
801061129,81129,1.2,1498,0.01,1248.3333333333335
801061130,81130,9.8,55,0.0,5.612244897959183
801061131,81131,1.4,4645,0.02,3317.857142857143
801071071,81071,2.3,5027,0.02,2185.6521739130435
801071072,81072,2.9,3818,0.02,1316.5517241379312
801071073,81073,3.9,5800,0.02,1487.1794871794873
801071074,81074,3.1,5180,0.02,1670.967741935484
801071075,81075,4.5,5085,0.02,1130.0
801071076,81076,3.1,2978,0.01,960.6451612903226
801071077,81077,2.0,2768,0.01,1384.0
801071078,81078,4.4,7716,0.03,1753.6363636363635
801071079,81079,1.9,3074,0.01,1617.8947368421054
801071080,81080,5.3,1888,0.01,356.22641509433964
801071081,81081,2.5,4436,0.02,1774.4
801071082,81082,11.3,15008,0.06,1328.1415929203538
801071083,81083,1.3,1456,0.01,1120.0
801071084,81084,3.4,5504,0.02,1618.8235294117646
801071085,81085,10.9,3,0.0,0.27522935779816515
801071086,81086,1.1,1689,0.01,1535.4545454545453
801071087,81087,2.2,3037,0.01,1380.4545454545453
801071088,81088,3.1,3868,0.02,1247.741935483871
801071089,81089,75.7,22,0.0,0.2906208718626156
801071090,81090,5.4,7600,0.03,1407.4074074074074
801071132,81132,9.2,11,0.0,1.1956521739130437
801081091,81091,1.9,2695,0.01,1418.421052631579
801081092,81092,2.8,3205,0.01,1144.642857142857
801081093,81093,1.6,3067,0.01,1916.875
801081094,81094,1.9,2618,0.01,1377.8947368421054
801081095,81095,1.6,3201,0.01,2000.625
801081096,81096,1.3,2151,0.01,1654.6153846153845
801081097,81097,1.7,2629,0.01,1546.4705882352941
801081098,81098,3.8,3603,0.01,948.1578947368422
801081133,81133,1.6,3,0.0,1.875
801091099,81099,1.6,2475,0.01,1546.875
801091100,81100,4.8,5331,0.02,1110.625
801091101,81101,2.1,3264,0.01,1554.2857142857142
801091102,81102,2.7,3611,0.01,1337.4074074074074
801091103,81103,1.8,3025,0.01,1680.5555555555554
801091104,81104,3.1,2363,0.01,762.258064516129
801091105,81105,2.3,3116,0.01,1354.7826086956522
801091106,81106,2.1,3307,0.01,1574.7619047619046
801091107,81107,2.6,1031,0.0,396.53846153846155
801091108,81108,1.7,2633,0.01,1548.8235294117646
801091109,81109,2.6,3014,0.01,1159.2307692307693
801091110,81110,1.3,2207,0.01,1697.6923076923076
801101134,81134,6.0,8,0.0,1.3333333333333333
801101135,81135,2.3,1881,0.01,817.8260869565217
801101136,81136,4.7,0,0.0,0.0
801101137,81137,2.2,0,0.0,0.0
801101138,81138,10.6,5,0.0,0.4716981132075472
801101139,81139,1.3,2865,0.01,2203.846153846154
801111140,81140,416.6,578,0.0,1.3874219875180027
801111141,81141,1202.9,39,0.0,0.03242164768476182
