SA2_CODE_2016,SA2_5DIG16,AREA_SQKM,NR_OF_PEOPLE_2016,NR_OF_PEOPLE_2016_%,POPULATION_DENSITY_2016
301021012,31012,21.6,15299,0.06,708.287037037037
301021013,31013,13.4,15424,0.06,1151.044776119403
301021527,31527,317.0,9212,0.04,29.05993690851735
301031014,31014,32.8,9,0.0,0.27439024390243905
301031015,31015,4.2,7729,0.03,1840.2380952380952
301031016,31016,4.9,11755,0.05,2398.9795918367345
301031017,31017,8.4,4321,0.02,514.4047619047619
301031018,31018,8.9,9004,0.04,1011.6853932584269
301031019,31019,5.2,9271,0.04,1782.8846153846152
301031020,31020,6.1,13691,0.06,2244.4262295081967
301031021,31021,12.3,15266,0.06,1241.1382113821137
302011022,31022,13.4,7486,0.03,558.6567164179104
302011023,31023,9.5,8460,0.03,890.5263157894736
302011024,31024,4.5,9378,0.04,2084.0
302011025,31025,4.2,9104,0.04,2167.6190476190477
302011026,31026,4.4,7872,0.03,1789.090909090909
302021027,31027,6.3,12665,0.05,2010.3174603174605
302021028,31028,3.4,9761,0.04,2870.8823529411766
302021029,31029,3.4,6537,0.03,1922.6470588235295
302021030,31030,4.0,4477,0.02,1119.25
302021031,31031,5.2,14299,0.06,2749.8076923076924
302021032,31032,3.4,6783,0.03,1995.0
302021033,31033,2.9,7062,0.03,2435.1724137931037
302021034,31034,3.6,10188,0.04,2830.0
302031035,31035,10.8,9521,0.04,881.574074074074
302031036,31036,45.5,212,0.0,4.65934065934066
302031037,31037,7.2,870,0.0,120.83333333333333
302031038,31038,6.1,6831,0.03,1119.8360655737706
302031039,31039,13.8,9952,0.04,721.159420289855
302031040,31040,3.7,12861,0.05,3475.945945945946
302041041,31041,8.1,17516,0.07,2162.4691358024693
302041042,31042,6.5,9830,0.04,1512.3076923076924
302041043,31043,2.8,3785,0.02,1351.7857142857144
302041044,31044,4.3,7001,0.03,1628.139534883721
302041045,31045,6.3,12667,0.05,2010.6349206349207
302041046,31046,3.7,9286,0.04,2509.7297297297296
303011047,31047,4.6,11623,0.05,2526.739130434783
303011048,31048,4.0,6060,0.03,1515.0
303011049,31049,4.4,11439,0.05,2599.772727272727
303011050,31050,3.4,6829,0.03,2008.5294117647059
303011051,31051,10.2,16394,0.07,1607.2549019607845
303021052,31052,2.9,12062,0.05,4159.310344827586
303021053,31053,5.3,16835,0.07,3176.4150943396226
303021054,31054,2.1,5092,0.02,2424.7619047619046
303021055,31055,3.0,9679,0.04,3226.3333333333335
303021056,31056,3.3,8659,0.04,2623.939393939394
303021057,31057,2.6,6627,0.03,2548.846153846154
303021058,31058,2.4,5886,0.02,2452.5
303021059,31059,6.1,10012,0.04,1641.3114754098362
303031060,31060,7.7,15939,0.07,2070.0
303031061,31061,2.7,6182,0.03,2289.6296296296296
303031062,31062,5.3,9053,0.04,1708.1132075471698
303031063,31063,7.4,15479,0.06,2091.7567567567567
303031064,31064,47.3,6653,0.03,140.6553911205074
303031065,31065,4.2,9840,0.04,2342.8571428571427
303031066,31066,4.8,11238,0.05,2341.25
303041067,31067,4.4,5763,0.02,1309.7727272727273
303041068,31068,4.1,10857,0.04,2648.0487804878053
303041069,31069,1.9,5410,0.02,2847.3684210526317
303041070,31070,9.5,7470,0.03,786.3157894736842
303041071,31071,4.5,11130,0.05,2473.3333333333335
303051072,31072,3.7,8724,0.04,2357.837837837838
303051073,31073,19.7,22418,0.09,1137.9695431472082
303051074,31074,26.7,4876,0.02,182.62172284644194
303051075,31075,12.7,16137,0.07,1270.6299212598426
303051076,31076,22.4,9920,0.04,442.8571428571429
303061077,31077,4.6,8726,0.04,1896.9565217391305
303061078,31078,6.7,15146,0.06,2260.597014925373
303061079,31079,4.4,9375,0.04,2130.681818181818
303061080,31080,6.4,19133,0.08,2989.53125
304011081,31081,4.8,7869,0.03,1639.375
304011082,31082,2.7,7322,0.03,2711.8518518518517
304011083,31083,2.2,4176,0.02,1898.181818181818
304011084,31084,5.4,9884,0.04,1830.3703703703702
304011085,31085,1.9,4549,0.02,2394.2105263157896
304021086,31086,17.4,10509,0.04,603.9655172413794
304021087,31087,58.0,6993,0.03,120.56896551724138
304021088,31088,5.4,10857,0.04,2010.5555555555554
304021089,31089,4.3,4260,0.02,990.6976744186047
304021090,31090,5.3,9136,0.04,1723.7735849056605
304021091,31091,44.2,5633,0.02,127.44343891402714
304031092,31092,3.2,7705,0.03,2407.8125
304031093,31093,2.9,5084,0.02,1753.103448275862
304031094,31094,7.4,12800,0.05,1729.7297297297296
304031095,31095,2.3,5882,0.02,2557.3913043478265
304031096,31096,3.4,13487,0.06,3966.764705882353
304031097,31097,2.1,8949,0.04,4261.428571428572
304041098,31098,9.6,8487,0.04,884.0625
304041099,31099,37.7,26,0.0,0.689655172413793
304041100,31100,5.2,7339,0.03,1411.3461538461538
304041101,31101,4.2,8681,0.04,2066.904761904762
304041102,31102,14.6,0,0.0,0.0
304041103,31103,12.3,17204,0.07,1398.6991869918697
304041104,31104,13.2,10305,0.04,780.6818181818182
305011105,31105,2.4,11036,0.05,4598.333333333334
305011106,31106,1.3,7622,0.03,5863.076923076923
305011107,31107,1.2,6705,0.03,5587.5
305011108,31108,1.3,8847,0.04,6805.384615384615
305011109,31109,2.1,13578,0.06,6465.714285714285
305011110,31110,2.0,7777,0.03,3888.5
305011111,31111,1.2,6468,0.03,5390.0
305011112,31112,2.0,10211,0.04,5105.5
305021113,31113,1.4,4494,0.02,3210.0
305021114,31114,2.1,7076,0.03,3369.523809523809
305021115,31115,1.9,6055,0.03,3186.842105263158
305021116,31116,1.4,5328,0.02,3805.714285714286
305021117,31117,6.6,13279,0.05,2011.969696969697
305021118,31118,2.3,6612,0.03,2874.7826086956525
305031119,31119,1.5,2973,0.01,1982.0
305031120,31120,2.5,6276,0.03,2510.4
305031121,31121,2.5,5368,0.02,2147.2
305031122,31122,2.9,10962,0.05,3780.0
305031123,31123,1.8,4427,0.02,2459.4444444444443
305031124,31124,1.6,6579,0.03,4111.875
305031125,31125,2.7,4850,0.02,1796.296296296296
305031126,31126,3.4,10722,0.04,3153.529411764706
305031127,31127,1.7,5246,0.02,3085.8823529411766
305031128,31128,3.1,11436,0.05,3689.032258064516
305031129,31129,1.4,4153,0.02,2966.4285714285716
305031130,31130,2.9,7623,0.03,2628.6206896551726
305031131,31131,3.1,10167,0.04,3279.6774193548385
305041132,31132,6.5,13901,0.06,2138.6153846153848
305041133,31133,1.3,5923,0.02,4556.153846153846
305041134,31134,4.7,10229,0.04,2176.382978723404
305041135,31135,3.6,11592,0.05,3220.0
305041136,31136,1.7,6194,0.03,3643.529411764706
305041137,31137,3.9,11547,0.05,2960.769230769231
306011138,31138,5.1,5580,0.02,1094.1176470588236
306011139,31139,37.5,11197,0.05,298.58666666666664
306011140,31140,15.1,3760,0.02,249.0066225165563
306011141,31141,59.4,13278,0.05,223.53535353535355
306011142,31142,22.2,14450,0.06,650.9009009009009
306011143,31143,21.0,6289,0.03,299.4761904761905
306021144,31144,6.9,8284,0.03,1200.5797101449275
306021145,31145,6.2,12089,0.05,1949.8387096774193
306021146,31146,7.9,8563,0.04,1083.9240506329113
306021147,31147,20.0,11084,0.05,554.2
306021148,31148,327.1,8908,0.04,27.233261999388564
306021149,31149,7.7,10221,0.04,1327.4025974025974
306021150,31150,212.6,0,0.0,0.0
306021151,31151,2.2,6257,0.03,2844.090909090909
306021152,31152,4.2,5600,0.02,1333.3333333333333
306021153,31153,6.7,8516,0.04,1271.044776119403
306021154,31154,9.7,6553,0.03,675.5670103092784
306021155,31155,9.5,4878,0.02,513.4736842105264
306021156,31156,6.9,8483,0.04,1229.4202898550725
306021157,31157,5.7,4959,0.02,870.0
306031158,31158,669.2,4312,0.02,6.443514644351464
306031159,31159,53.0,9637,0.04,181.83018867924528
306031160,31160,1294.7,8025,0.03,6.198347107438016
306031161,31161,3065.1,10921,0.05,3.56301588855176
306031162,31162,754.3,3,0.0,0.003977197401564364
306031163,31163,158.8,2703,0.01,17.021410579345087
306041164,31164,2231.2,6453,0.03,2.892165650770886
306041165,31165,189.9,5429,0.02,28.58873091100579
306051166,31166,235.2,10957,0.05,46.5858843537415
306051167,31167,9566.2,5738,0.02,0.5998202002885158
306051168,31168,591.3,4684,0.02,7.921528834770845
306051169,31169,1255.0,8617,0.04,6.866135458167331
306051170,31170,480.2,11334,0.05,23.602665556018326
307011171,31171,31103.7,4480,0.02,0.14403431103052047
307011172,31172,8048.7,8321,0.03,1.0338315504367166
307011173,31173,830.3,6515,0.03,7.846561483801036
307011174,31174,17515.6,4292,0.02,0.24503870835141248
307011175,31175,11841.6,4141,0.02,0.3496993649506823
307011176,31176,78.0,7056,0.03,90.46153846153847
307011177,31177,58626.4,5872,0.02,0.10015965503595649
307011178,31178,13208.4,4282,0.02,0.32418763816964963
307021179,31179,3250.7,8668,0.04,2.6665025994401206
307021180,31180,2130.3,7688,0.03,3.6088813782096416
307021181,31181,4517.0,3369,0.01,0.7458490148328537
307021182,31182,1054.9,5820,0.02,5.517110626599678
307021183,31183,5700.3,17454,0.07,3.0619441082048313
307031184,31184,1263.9,4952,0.02,3.918031489833056
307031185,31185,1634.4,4266,0.02,2.610132158590308
307031186,31186,2684.6,4733,0.02,1.7630186992475603
307031187,31187,33.6,5491,0.02,163.42261904761904
307031188,31188,2658.7,5844,0.02,2.198066724338963
307031189,31189,158.7,15378,0.06,96.89981096408319
308011190,31190,18635.2,7515,0.03,0.4032690821670816
308011191,31191,41551.3,8278,0.03,0.19922361033228803
308011192,31192,39.0,13982,0.06,358.5128205128205
308031205,31205,10.0,7018,0.03,701.8
308031206,31206,1348.8,1886,0.01,1.3982799525504153
308031207,31207,40.8,5603,0.02,137.32843137254903
308031208,31208,30.3,9287,0.04,306.5016501650165
308031209,31209,208.0,5062,0.02,24.33653846153846
308031210,31210,153.9,12018,0.05,78.08966861598441
308031211,31211,16.8,4991,0.02,297.0833333333333
308031212,31212,490.7,2981,0.01,6.074994905237416
308031213,31213,36.0,10393,0.04,288.69444444444446
308031214,31214,5.0,5181,0.02,1036.2
308031215,31215,28.4,7096,0.03,249.85915492957747
308031216,31216,34.5,6032,0.02,174.84057971014494
308031217,31217,51.2,3329,0.01,65.01953125
308031218,31218,680.9,3484,0.01,5.116757233073873
308031219,31219,7572.6,4329,0.02,0.5716662705015451
308031220,31220,4359.2,2989,0.01,0.68567627087539
308031221,31221,3177.0,16,0.0,0.005036197670758577
308031222,31222,5.5,8388,0.03,1525.090909090909
308031223,31223,78.6,18561,0.08,236.14503816793894
308041528,31528,28531.3,8717,0.04,0.3055241086105435
308041529,31529,18.9,5890,0.02,311.64021164021165
308051530,31530,3772.8,6131,0.03,1.6250530110262933
308051531,31531,123.0,10194,0.04,82.8780487804878
308051532,31532,32.7,20,0.0,0.6116207951070336
308051533,31533,22.8,13874,0.06,608.5087719298245
308051534,31534,10.2,6182,0.03,606.0784313725491
308051535,31535,6465.4,12071,0.05,1.8670151885420856
308051536,31536,2.7,3674,0.02,1360.7407407407406
308051537,31537,24.1,0,0.0,0.0
308051538,31538,23.5,6333,0.03,269.48936170212767
308051539,31539,7.1,4809,0.02,677.3239436619718
309011224,31224,5.3,8161,0.03,1539.8113207547171
309011225,31225,8.6,9134,0.04,1062.093023255814
309011226,31226,6.7,14745,0.06,2200.7462686567164
309011227,31227,3.0,12653,0.05,4217.666666666667
309011228,31228,7.1,12703,0.05,1789.1549295774648
309011229,31229,3.0,7095,0.03,2365.0
309021230,31230,1.9,6234,0.03,3281.0526315789475
309021231,31231,7.9,11732,0.05,1485.0632911392404
309021232,31232,9.9,9472,0.04,956.7676767676768
309021233,31233,8.9,12546,0.05,1409.6629213483145
309021234,31234,6.3,15157,0.06,2405.873015873016
309031235,31235,9.7,10645,0.04,1097.4226804123712
309031236,31236,3.2,8912,0.04,2785.0
309031237,31237,11.6,10602,0.04,913.9655172413793
309031238,31238,5.0,19021,0.08,3804.2
309031239,31239,5.7,9772,0.04,1714.3859649122805
309031240,31240,5.5,9427,0.04,1714.0
309041241,31241,303.8,4371,0.02,14.387755102040815
309041242,31242,524.2,14652,0.06,27.951163677985498
309051243,31243,114.5,7419,0.03,64.79475982532752
309051244,31244,66.6,18872,0.08,283.36336336336336
309051245,31245,8.1,8213,0.03,1013.9506172839507
309061246,31246,14.6,12608,0.05,863.5616438356165
309061247,31247,4.6,8627,0.04,1875.4347826086957
309061248,31248,61.5,21041,0.09,342.130081300813
309061249,31249,16.4,18909,0.08,1152.9878048780488
309061250,31250,26.0,8217,0.03,316.03846153846155
309071251,31251,24.7,13807,0.06,558.9878542510122
309071252,31252,20.1,17476,0.07,869.4527363184079
309071253,31253,55.8,11699,0.05,209.65949820788532
309071254,31254,153.7,3741,0.02,24.339622641509436
309071255,31255,72.2,20245,0.08,280.4016620498615
309071256,31256,26.9,16313,0.07,606.4312267657992
309071257,31257,40.7,9620,0.04,236.36363636363635
309071258,31258,125.8,32210,0.13,256.04133545310015
309081259,31259,4.4,4247,0.02,965.2272727272726
309081260,31260,8.3,7245,0.03,872.8915662650602
309081261,31261,15.0,24187,0.1,1612.4666666666667
309081262,31262,6.0,15829,0.07,2638.1666666666665
309091263,31263,6.8,12262,0.05,1803.235294117647
309091264,31264,7.7,6660,0.03,864.9350649350649
309091265,31265,6.2,9063,0.04,1461.774193548387
309091540,31540,7.6,15310,0.06,2014.4736842105265
309091541,31541,6.7,17833,0.07,2661.6417910447763
309101267,31267,6.6,9081,0.04,1375.909090909091
309101268,31268,3.9,4701,0.02,1205.3846153846155
309101269,31269,3.5,4132,0.02,1180.5714285714287
309101270,31270,5.8,24969,0.1,4305.0
310011271,31271,7.5,5241,0.02,698.8
310011272,31272,4.4,8230,0.03,1870.4545454545453
310011273,31273,15.0,28853,0.12,1923.5333333333333
310011274,31274,10.9,18637,0.08,1709.8165137614678
310011275,31275,6.9,8181,0.03,1185.6521739130435
310011276,31276,19.1,6067,0.03,317.6439790575916
310021277,31277,2099.4,12081,0.05,5.754501286081737
310021278,31278,1889.7,5229,0.02,2.7671058898237817
310021279,31279,112.8,3,0.0,0.026595744680851064
310021280,31280,741.6,20326,0.08,27.408306364617044
310021281,31281,617.7,14376,0.06,23.27343370568237
310021282,31282,674.6,12109,0.05,17.94989623480581
310031283,31283,8.2,11193,0.05,1365.0000000000002
310031284,31284,17.2,9157,0.04,532.3837209302326
310031285,31285,9.4,6973,0.03,741.8085106382979
310031286,31286,7.9,6716,0.03,850.126582278481
310031287,31287,11.5,18416,0.08,1601.391304347826
310031288,31288,65.2,4801,0.02,73.63496932515338
310031289,31289,19.2,5718,0.02,297.8125
310031290,31290,62.2,6301,0.03,101.30225080385851
310031291,31291,20.2,7884,0.03,390.2970297029703
310031292,31292,9.6,6579,0.03,685.3125
310031293,31293,9.1,15594,0.06,1713.6263736263736
310031294,31294,130.6,4767,0.02,36.50076569678407
310031295,31295,7.8,3221,0.01,412.94871794871796
310041296,31296,16.1,14294,0.06,887.8260869565216
310041297,31297,9.4,9547,0.04,1015.6382978723403
310041298,31298,4.0,4,0.0,1.0
310041299,31299,15.7,8780,0.04,559.235668789809
310041300,31300,7.9,11332,0.05,1434.4303797468353
310041301,31301,6.0,0,0.0,0.0
310041302,31302,19.4,20011,0.08,1031.494845360825
310041303,31303,6.7,7059,0.03,1053.5820895522388
310041304,31304,18.4,16068,0.07,873.2608695652175
311011305,31305,1628.0,14242,0.06,8.748157248157248
311021306,31306,7.7,8498,0.04,1103.6363636363635
311021307,31307,13.8,13690,0.06,992.0289855072464
311021308,31308,6.6,7698,0.03,1166.3636363636365
311021309,31309,4.2,5991,0.02,1426.4285714285713
311021310,31310,27.8,6328,0.03,227.62589928057554
311031311,31311,32.0,12628,0.05,394.625
311031312,31312,7.3,7637,0.03,1046.164383561644
311031313,31313,36.3,5259,0.02,144.87603305785126
311031314,31314,7.0,12377,0.05,1768.142857142857
311031315,31315,40.6,0,0.0,0.0
311031316,31316,9.4,8461,0.03,900.1063829787233
311031317,31317,6.9,14903,0.06,2159.855072463768
311031318,31318,20.8,4776,0.02,229.6153846153846
311031319,31319,9.4,16527,0.07,1758.191489361702
311041320,31320,258.5,13224,0.05,51.156673114119926
311041321,31321,249.7,26536,0.11,106.2715258309972
311041322,31322,74.3,7170,0.03,96.5006729475101
311051323,31323,12.6,11243,0.05,892.3015873015873
311051324,31324,37.5,8800,0.04,234.66666666666666
311051325,31325,13.3,11545,0.05,868.0451127819548
311051326,31326,11.3,10814,0.04,956.9911504424778
311051327,31327,8.0,12113,0.05,1514.125
311051328,31328,5.9,7501,0.03,1271.3559322033898
311061329,31329,9.0,6895,0.03,766.1111111111111
311061330,31330,6.8,10782,0.04,1585.5882352941178
311061331,31331,5.1,6308,0.03,1236.8627450980393
311061332,31332,13.0,15984,0.07,1229.5384615384614
311061333,31333,8.3,10800,0.04,1301.2048192771083
311061334,31334,6.2,9608,0.04,1549.6774193548388
311061335,31335,4.2,6699,0.03,1595.0
311061336,31336,4.7,12990,0.05,2763.8297872340427
312011337,31337,52.6,9290,0.04,176.61596958174906
312011338,31338,27991.4,8724,0.04,0.31166715491186575
312011339,31339,27669.9,3810,0.02,0.1376947513362896
312011340,31340,21092.2,3496,0.01,0.16574847573984694
312011341,31341,3046.6,9029,0.04,2.9636315893126763
312021342,31342,17.6,15259,0.06,866.9886363636363
312021343,31343,4.6,3652,0.02,793.9130434782609
312021344,31344,22.1,12776,0.05,578.0995475113122
312021345,31345,2048.8,16,0.0,0.007809449433814915
312021346,31346,4.0,3740,0.02,935.0
312021347,31347,10.2,527,0.0,51.66666666666667
312021348,31348,56.2,11004,0.05,195.80071174377224
312021349,31349,9.7,6158,0.03,634.8453608247423
312021350,31350,48.7,5133,0.02,105.40041067761807
312021351,31351,1184.2,8400,0.03,7.093396385745651
312021352,31352,1439.6,11796,0.05,8.1939427618783
312021353,31353,2104.1,8214,0.03,3.903806853286441
312021354,31354,17.9,5905,0.02,329.8882681564246
312021355,31355,8.9,3419,0.01,384.1573033707865
312021356,31356,6.9,6849,0.03,992.6086956521739
312021357,31357,624.2,8497,0.04,13.61262415892342
312021358,31358,5.8,6358,0.03,1096.2068965517242
312031359,31359,304.0,13399,0.06,44.07565789473684
312031360,31360,295.4,0,0.0,0.0
312031361,31361,2074.7,8441,0.03,4.068540029883839
313011362,31362,110.1,15148,0.06,137.58401453224343
313011363,31363,145.4,18465,0.08,126.99449793672626
313021364,31364,27.2,4064,0.02,149.41176470588235
313021365,31365,74.5,27635,0.11,370.93959731543623
313021366,31366,14.0,20938,0.09,1495.5714285714287
313021367,31367,101.2,4049,0.02,40.0098814229249
313021368,31368,8.5,8713,0.04,1025.0588235294117
313021369,31369,89.4,4027,0.02,45.044742729306485
313031370,31370,2863.3,5564,0.02,1.9432123773268606
313031371,31371,525.0,8104,0.03,15.436190476190475
313041372,31372,22.3,14420,0.06,646.6367713004485
313041373,31373,31.9,22984,0.09,720.5015673981192
313041374,31374,24.9,4976,0.02,199.8393574297189
313041375,31375,37.7,19204,0.08,509.38992042440316
313041376,31376,55.6,3109,0.01,55.91726618705036
313051377,31377,6.3,8470,0.03,1344.4444444444446
313051378,31378,4.3,12126,0.05,2820.0
313051379,31379,4.2,10397,0.04,2475.4761904761904
313051380,31380,15.4,17622,0.07,1144.2857142857142
313051542,31542,183.4,12614,0.05,68.77862595419847
314011382,31382,9.8,16369,0.07,1670.3061224489795
314011383,31383,45.2,19502,0.08,431.46017699115043
314011384,31384,406.8,8730,0.04,21.46017699115044
314011385,31385,9.1,8262,0.03,907.9120879120879
314011386,31386,31.6,24231,0.1,766.8037974683544
314011387,31387,166.1,12130,0.05,73.02829620710416
314021388,31388,16.6,24631,0.1,1483.7951807228915
314021389,31389,22.5,18136,0.07,806.0444444444445
314021390,31390,27.2,31141,0.13,1144.889705882353
314031391,31391,4.5,10581,0.04,2351.3333333333335
314031392,31392,9.3,6212,0.03,667.9569892473118
314031393,31393,6.7,8954,0.04,1336.4179104477612
314031394,31394,17.9,12749,0.05,712.2346368715084
315011395,31395,7424.0,1323,0.01,0.17820581896551724
315011396,31396,112960.7,7873,0.03,0.0696968060573279
315011397,31397,68697.2,1119,0.0,0.01628887349120488
315011398,31398,6950.7,1769,0.01,0.2545067403283123
315011399,31399,1052.1,2952,0.01,2.8058169375534647
315011400,31400,52403.0,6139,0.03,0.1171497815010591
315011401,31401,883.7,3789,0.02,4.287654181283241
315011402,31402,490.0,4785,0.02,9.76530612244898
315011403,31403,16.2,4023,0.02,248.33333333333334
315021404,31404,114445.8,5065,0.02,0.044256757347145986
315021405,31405,62.8,18999,0.08,302.531847133758
315021406,31406,84056.1,3445,0.01,0.04098453294882822
315021407,31407,108517.5,3179,0.01,0.029294814200474577
315031408,31408,83919.9,4833,0.02,0.05759063106605228
315031409,31409,40699.8,4391,0.02,0.10788750804672258
315031410,31410,271279.8,2162,0.01,0.007969631354785723
315031411,31411,188751.3,2879,0.01,0.015252875079535877
315031412,31412,40572.2,3727,0.02,0.09186092940486343
316011413,31413,24.1,17077,0.07,708.5892116182572
316011414,31414,30.1,16890,0.07,561.1295681063123
316011415,31415,7.4,11698,0.05,1580.8108108108108
316011416,31416,14.8,10619,0.04,717.5
316021417,31417,5.5,10328,0.04,1877.8181818181818
316021418,31418,4.1,6691,0.03,1631.9512195121952
316021419,31419,4.0,6917,0.03,1729.25
316021420,31420,71.6,20842,0.09,291.08938547486036
316021421,31421,10.5,12182,0.05,1160.1904761904761
316021422,31422,3.9,8080,0.03,2071.794871794872
316021423,31423,6.9,9774,0.04,1416.5217391304348
316021424,31424,6.6,8112,0.03,1229.0909090909092
316031425,31425,18.1,15174,0.06,838.342541436464
316031426,31426,32.9,11290,0.05,343.161094224924
316031427,31427,13.8,19692,0.08,1426.9565217391303
316031428,31428,5.5,12203,0.05,2218.7272727272725
316051434,31434,13.0,4716,0.02,362.7692307692308
316051435,31435,26.4,9059,0.04,343.14393939393943
316051437,31437,7.3,6871,0.03,941.2328767123288
316051438,31438,25.6,10505,0.04,410.3515625
316051543,31543,13.7,3868,0.02,282.33576642335765
316051544,31544,6.1,7607,0.03,1247.049180327869
316061439,31439,148.6,8395,0.03,56.49394347240916
316061440,31440,459.3,8859,0.04,19.28804702808622
316061441,31441,184.2,5928,0.02,32.18241042345277
316061442,31442,134.3,10436,0.04,77.70662695457929
316061443,31443,526.3,6400,0.03,12.16036481094433
316061444,31444,115.2,10880,0.04,94.44444444444444
316071545,31545,44.8,8550,0.04,190.8482142857143
316071546,31546,31.3,3839,0.02,122.6517571884984
316071547,31547,215.8,10843,0.04,50.24559777571825
316071548,31548,54.0,20430,0.08,378.3333333333333
316081549,31549,820.1,22667,0.09,27.639312278990367
317011445,31445,227.5,7188,0.03,31.595604395604397
317011446,31446,12.5,14173,0.06,1133.84
317011447,31447,16.3,10445,0.04,640.7975460122699
317011448,31448,50.0,7632,0.03,152.64
317011449,31449,81.0,6549,0.03,80.85185185185185
317011450,31450,149.3,13464,0.06,90.1808439383791
317011451,31451,1480.2,11532,0.05,7.790839075800568
317011452,31452,8.7,7321,0.03,841.4942528735633
317011453,31453,5.5,9822,0.04,1785.8181818181818
317011454,31454,10.3,5872,0.02,570.0970873786407
317011455,31455,8.3,8488,0.04,1022.6506024096385
317011456,31456,9.5,13662,0.06,1438.1052631578948
317011457,31457,19.4,10052,0.04,518.1443298969073
317011458,31458,161.3,13401,0.06,83.08121512709236
317011459,31459,18.9,13600,0.06,719.5767195767196
318011460,31460,69.8,9254,0.04,132.57879656160458
318011461,31461,4878.6,8004,0.03,1.640634608289263
318011462,31462,41.9,8282,0.03,197.66109785202863
318011463,31463,68340.3,3792,0.02,0.05548702595686586
318011464,31464,41.6,4482,0.02,107.74038461538461
318011465,31465,2765.6,6508,0.03,2.3531964130749206
318011466,31466,72.0,2602,0.01,36.138888888888886
318021467,31467,3.3,4929,0.02,1493.6363636363637
318021468,31468,18.8,10397,0.04,553.031914893617
318021469,31469,39.8,3357,0.01,84.34673366834171
318021470,31470,100.1,7392,0.03,73.84615384615385
318021471,31471,46.2,10784,0.04,233.4199134199134
318021472,31472,3.4,6036,0.02,1775.2941176470588
318021473,31473,66.1,23125,0.1,349.84871406959155
318021474,31474,79.0,8066,0.03,102.10126582278481
318021475,31475,17.0,6784,0.03,399.05882352941177
318021476,31476,4.9,7926,0.03,1617.5510204081631
318021477,31477,2.0,4112,0.02,2056.0
318021478,31478,3.9,5265,0.02,1350.0
318021479,31479,3.2,4811,0.02,1503.4375
318021480,31480,170.4,10900,0.05,63.96713615023474
318021481,31481,3.5,7998,0.03,2285.1428571428573
318021482,31482,9.3,15954,0.07,1715.4838709677417
318021483,31483,51.2,2413,0.01,47.12890625
318021484,31484,31.6,9472,0.04,299.746835443038
318021485,31485,2.6,3726,0.02,1433.076923076923
318021486,31486,1008.7,6500,0.03,6.443937741647665
318021487,31487,8.7,6784,0.03,779.7701149425288
318021488,31488,9.2,5336,0.02,580.0
318021489,31489,2073.2,4340,0.02,2.093382211074667
318021490,31490,6.8,9452,0.04,1390.0
318021491,31491,63.5,6254,0.03,98.48818897637796
319011492,31492,8.1,5307,0.02,655.1851851851852
319011493,31493,144.5,16883,0.07,116.83737024221453
319011494,31494,50.4,4803,0.02,95.29761904761905
319011495,31495,6.1,6258,0.03,1025.9016393442623
319011496,31496,13.8,5584,0.02,404.63768115942025
319011497,31497,53.9,7355,0.03,136.45640074211502
319011498,31498,1273.7,9001,0.04,7.066813221323702
319011499,31499,2207.2,9966,0.04,4.515222906850308
319011500,31500,9.5,7532,0.03,792.8421052631579
319011501,31501,6.4,5702,0.02,890.9375
319011502,31502,12.4,10885,0.04,877.8225806451612
319021503,31503,8513.4,6731,0.03,0.790635938637912
319021504,31504,2355.5,5169,0.02,2.1944385480789643
319021505,31505,70.2,10548,0.04,150.25641025641025
319021506,31506,4332.3,9759,0.04,2.252614084897168
319021507,31507,2370.7,3945,0.02,1.664065465896149
319021508,31508,11156.5,3892,0.02,0.34885492762066955
319021509,31509,1648.7,9800,0.04,5.944077151695275
319021510,31510,289.5,8,0.0,0.027633851468048358
319031511,31511,1141.6,6331,0.03,5.545725297827611
319031512,31512,42.7,14427,0.06,337.86885245901635
319031513,31513,26.8,6882,0.03,256.7910447761194
319031514,31514,2544.7,18866,0.08,7.41384053130035
319031515,31515,3219.5,3710,0.02,1.1523528498214008
319041516,31516,158.3,4684,0.02,29.589387239418823
319041517,31517,35.6,4873,0.02,136.88202247191012
319041518,31518,18.7,14137,0.06,755.9893048128342
319041519,31519,4.8,5780,0.02,1204.1666666666667
319041520,31520,10.9,15197,0.06,1394.2201834862385
319041521,31521,23.1,12819,0.05,554.9350649350649
319051522,31522,2759.1,9724,0.04,3.5243376463339495
319051523,31523,49.0,3236,0.01,66.04081632653062
319051524,31524,84.3,18522,0.08,219.71530249110322
319051525,31525,3823.2,8492,0.04,2.2211759782381253
319051526,31526,37.3,5556,0.02,148.9544235924933
401011001,41001,10.5,16137,0.07,1536.857142857143
401011002,41002,5.1,7259,0.03,1423.3333333333335
401021003,41003,364.4,6876,0.03,18.869374313940725
401021004,41004,117.2,17853,0.07,152.32935153583617
401021005,41005,110.2,4485,0.02,40.69872958257713
401021006,41006,202.5,9145,0.04,45.160493827160494
401021007,41007,54.1,17654,0.07,326.3216266173752
401021008,41008,395.7,6304,0.03,15.931261056355826
401021009,41009,24.9,5125,0.02,205.82329317269077
401021010,41010,119.2,5525,0.02,46.350671140939596
401031011,41011,11.3,19201,0.08,1699.2035398230087
401031012,41012,9.5,10057,0.04,1058.6315789473683
401031013,41013,6.7,16206,0.07,2418.805970149254
401041014,41014,6.2,9351,0.04,1508.225806451613
401041015,41015,9.2,20041,0.08,2178.3695652173915
