SA2_5DIG,shortest_time_sec,closest_hospital_IDs,closest_hospital_distances
41115,232.2798374698001,849;19;307;421;485,233.7831320008785;772.5995387656491;1629.6901603338456;1788.883571271689;2464.9075554579404
41116,233.4806124969128,183;118;760;715;35,233.4806124969128;2276.463694739442;2381.9869597431466;2546.991429982712;2685.8989627068413
41117,815.9935166187935,715;183;35;286;421,1188.44620434961;1958.5309191629055;2463.8085556011492;2548.735658596635;2627.10118998769
41118,861.9594549366483,118;286;715;183;421,2295.569782452785;2834.29548171169;3162.4918240497254;3490.2158976810906;3810.6337556777435
41119,967.6939365179795,35;760;183;680;632,2550.7299799641464;3009.9821259095224;3464.3955921122006;4061.0248339133186;4149.87745439207
41120,678.7147960308711,402;464;220;87;672,1260.5399117971333;1564.2750385887541;2114.854840132304;2545.7671223814773;2748.7737596471884
41121,770.3763377152378,650;87;672;402;464,2142.775300870209;2220.6979263099424;2561.3175893353086;2803.274004813923;2909.7720422144043
41122,286.9553815489749,685;220;464;680;402,286.9553815489749;1684.1407246583142;2155.6407246583144;3149.7570686218683;3360.240724658315
41123,732.7980054397099,220;685;464;680;760,1003.4355998791177;1542.975158658205;1910.8375944394077;2627.691991538229;2899.4888183741314
41124,768.5636069935384,632;170;680;760;35,768.5636069935384;2697.3243253515775;2766.080520714557;3484.362067654884;3792.5270619536304
41125,1450.2716230150545,632;170;680;760;35,1450.2716230150545;1869.5730666116726;3664.242318003712;4738.8351412662405;4894.55955867189
41126,317.3233026610296,632;680;170;760;35,317.3233026610296;2529.0113155931363;2804.000895299677;4026.0373041531952;4303.465580701319
41127,1589.2147550189525,170;772;632;35;760,1901.9331882633721;3546.0577284851893;4409.533525200056;4964.374645514531;5404.781679067808
41128,1174.0395913154534,772;170;632;35;760,1174.0395913154534;4582.177956577267;7444.677956577266;7596.935121328224;8145.535121328226
41129,354.3442450253609,166;825;1000;269;435,354.3442450253609;4811.39746390948;8966.339758095983;10110.497463909482;13130.83975809598
41130,922.8200215285252,223;914;682;185;269,1794.4364600953406;1842.297985545133;2321.4245578963555;5531.391819160388;6139.0641703829
41131,819.9651722510617,185;213;435;914;982,2253.819042000944;2776.6329872581405;3642.543015573384;5462.00382255781;6216.582114204813
41132,1341.1316114790288,1000;269;223;825;435,3262.765474613686;5471.792671081677;5866.896688741722;6169.153951434879;6297.707549668874
41133,315.19035698320454,682;914;223;185;213,315.19035698320454;2379.6093237116033;2816.1979692189793;6315.909323711604;6916.609323711604
41134,2252.304827780915,825;166;1000;269;435,3701.37950310559;4562.916431394692;8226.617843026539;8832.8031338227;12391.117843026539
41135,39765.145454545454,166;825;1000;269;435,39765.145454545454;44275.74545454545;48431.045454545456;49574.84545454546;52595.545454545456
41136,391.3327424256377,982;679;213;702;435,391.3327424256377;3685.8168247536605;4523.171258863616;5811.61682475366;6081.832599686896
41137,Not found,Not found,Not found
41138,30438.070233377366,13;200;854;726;679,31262.84328489652;34608.7081461911;49490.64328489653;54093.2081461911;56660.308146191106
41139,346.1041383219955,200;726;679;702;982,346.1041383219955;20097.181972789112;22664.28197278912;24790.081972789118;25525.98197278912
41140,760.7866886171214,702;679;357;650;87,1841.5454844778928;3019.404562558796;3713.0106773283164;4751.27173095014;4771.008701787394
41141,10588.05039817975,702;679;357;468;650,23463.307546454307;23544.42411831627;23557.980963215774;23997.993932499052;24838.055934774366
41142,364.17441156939424,679;702;982;87;685,364.17441156939424;2344.889286504833;3552.2131631373127;3955.764148159079;4095.864148159079
41143,216.6442218798151,726;679;702;982;87,216.6442218798151;12299.873857216231;14425.67385721623;15161.573857216228;15996.273857216232
41144,1198.4656821251688,762;823;529;616;572,1198.4656821251688;2136.525547050878;2611.291733453399;3004.291733453399;3196.125547050878
41145,1469.071626223925,420;762;529;616;298,1469.071626223925;8185.423180076628;9415.923180076628;9720.02318007663;10400.923180076628
41146,244.9986012998022,823;572;822;588;305,244.9986012998022;1215.197414523877;2241.8826504662334;2631.7171517377783;2825.7826504662335
41147,1326.862454336355,823;572;529;762;616,1729.365999188202;2386.094520362603;2591.272750642673;2607.4063590853743;3036.3401840075767
41148,313.752989432703,762;529;823;616;298,313.752989432703;2510.504046162403;2729.092484705228;2903.504046162403;3584.4040461624027
41149,1722.7467772925763,762;529;616;298;297,1744.994043668122;2439.984786026201;2747.4612751091704;3428.3612751091696;3544.8612751091696
41150,1223.0733241188666,574;575;550;667;161,1224.1885279889427;1232.2843642017967;2613.530666897028;3016.3026088458882;3774.0698859709737
41151,1125.0116179232627,440;550;599;667;91,1170.978615508452;4615.830614435203;4671.809793399518;5543.437778374027;6644.296189965119
41152,196.8156064947469,550;574;667;575;599,196.8156064947469;2414.3789493791783;2425.2407258834764;2434.778949379179;4539.540725883477
41154,195.17897265948633,599;667;266;91;440,195.17897265948633;2309.8529246064627;2430.4103396851697;4102.161143330571;4178.739569179785
41155,1620.6360070515645,599;667;266;440;91,1681.5116350815338;3249.2375495813135;3579.646452181578;4284.987747906566;4708.284971353019
41156,604.2244636567403,667;574;575;550;599,605.1633685558756;2247.9289465257766;2268.3289465257767;2381.0289465257765;2551.967082933077
41157,1102.8972644376902,91;966;599;967;266,1107.5642249240123;3041.4371428571426;4225.690364741641;4905.137142857143;5597.72650455927
41158,1195.2925015365704,550;574;575;667;599,1232.2838352796557;2637.428426551936;2657.828426551936;2836.8670559311613;4738.1062384757215
41159,424.2627056110684,50;713;708;484;938,483.5914988470408;897.119338970023;1606.1314988470408;1816.329408147579;2440.5681629515757
41160,159.11186274509805,713;50;708;484;938,159.11186274509805;996.2397303921567;1139.6616176470588;1163.6269852941175;2993.239730392157
41161,794.9114426229507,461;677;424;845;484,1970.3645901639347;2941.374426229508;2993.6223606557382;4701.906426229508;5081.318295081967
41162,309.12418239581393,484;713;50;708;938,309.12418239581393;1177.5010091571671;1932.7010091571667;2175.201009157167;3543.8720612969537
41163,1220.133784579164,484;50;713;708;938,1604.903590347263;1932.0908769864625;2023.3600353148913;2810.636904061212;2997.1519717480874
41164,1001.4226653696498,504;579;588;348;19,1256.7673962386511;2111.1420881971467;2888.806598573282;3003.9339980544746;3319.9815823605704
41165,285.0290522485644,588;845;504;572;823,285.0290522485644;1273.4635738245497;2123.4246233441354;2290.0404741599864;2521.6863721644204
41166,1186.1399126399126,588;845;504;572;823,1331.1428883428885;1892.189653289653;2508.612476112476;2884.2654927654926;3013.0245973245974
41167,198.06311934510987,708;713;50;484;938,198.06311934510987;1012.6678802240414;1566.0678802240413;2082.6678802240417;3563.0678802240413
41168,647.3717157065893,708;713;50;484;938,681.8658309158725;1353.9635930377126;1911.6464359718195;2338.1653750518026;3908.6464359718193
41169,1536.751340854448,845;536;588;424;504,2416.2582023303125;3069.834492324764;3541.2465692620676;4784.562067690032;5100.046569262067
41170,881.2968863361547,938;50;286;713;484,1127.5325574365177;3194.870495767836;3742.5173972188636;3911.1155683192264;4297.459340991536
41171,684.6860919712402,355;133;556;485;146,700.427778609946;777.34719892151;805.4676677651287;821.379134212103;914.7485695026962
41172,457.18252226668386,355;556;146;133;485,457.18252226668386;571.6887311217245;693.0097844326835;852.0596876210146;867.0286175293661
41173,406.12033702520887,574;575;667;550;161,406.12033702520887;409.588856424543;2422.738968539784;2479.3158931847524;3102.0714751647756
41174,314.1433780505209,574;575;550;667;161,314.1433780505209;319.225938347367;2242.5907521050376;2385.275617239903;3305.7471742543175
49499,Not found,Not found,Not found
49799,Not found,Not found,Not found
51001,924.6435722201699,507;29;119;598;114,1588.2441632803843;1843.5945511636498;3234.47233099372;4196.401976357592;5234.7869227927595
51002,410.5227597476628,119;114;792;507;598,410.5227597476628;2462.043231739758;2491.443231739758;2508.263369309113;2906.7587633959106
51003,1389.745743749392,119;507;114;792;598,1408.9806109543729;2465.8410448487207;3577.2751824107404;3606.6751824107405;3985.3270940752996
51004,358.02837760802646,507;29;119;598;114,358.02837760802646;2164.7950632767074;2621.8697069889413;4635.809086763197;4746.969706988941
51005,1011.923137678277,792;114;356;246;196,1011.923137678277;1062.423137678277;1935.1947099267002;2435.683362691062;2708.7713733734877
51007,1225.4114335126824,114;792;119;246;356,1281.4482129131438;1286.3899692544198;1982.8188508839355;2076.250211375864;3254.8528823981555
51008,284.39157785671995,792;114;246;356;119,287.9325192421551;311.1440941385435;1835.553818827709;2230.6391207815277;2545.592910005921
51009,345.30459704880815,196;792;246;114;356,345.30459704880815;2760.0344040862656;2771.278240635642;2810.5344040862656;3140.940340522134
51010,1022.1168152866242,792;114;246;356;196,1042.1142675159235;1092.6142675159235;1881.2858280254777;2167.669076433121;2693.3765286624207
51011,259.2384615384616,792;114;246;356;119,259.2384615384616;309.7384615384616;1647.4384615384613;2087.130769230769;2569.4384615384615
51012,690.3005028980566,792;114;356;246;196,690.3005028980566;740.8005028980566;2112.268735083532;2121.2057875894984;2711.1535543811797
51014,863.1920293888458,356;792;114;589;196,930.223700322832;2001.8514861404879;2052.351486140488;2841.6321050873876;3122.451218969164
51015,440.1642867322218,792;114;246;356;119,440.1642867322218;479.74704289582445;1873.2067550235145;2184.857303691036;2738.892389910218
51016,1466.5841990819038,589;356;662;792;939,1472.2253442860595;1774.8150761053394;2348.0855520657165;3388.3498187968107;3393.6915921720224
51017,657.5085066162571,101;97;949;598;246,1008.4784971644613;1482.6496849401385;2563.0689508506616;2825.041808443604;3413.371849401386
51018,618.5987199180746,246;792;114;101;196,679.7110428400752;2223.2580133128517;2273.7580133128517;2732.6963645673322;3001.952039597201
51019,317.35807553956835,949;663;101;598;97,317.35807553956835;1644.5448201438849;1929.7121762589927;2919.68428057554;3187.012176258993
51020,1276.1157538338978,663;949;598;101;97,2534.274566819359;2817.0051185022903;3602.6976299541916;3805.1397928699457;5035.75954989046
51021,1332.040895104895,662;589;939;721;356,1332.979062937063;2193.2772587412587;2487.0790629370626;2695.0790629370626;3403.7751328671334
51022,974.6588529244747,662;589;939;721;294,974.6588529244747;1899.4588529244747;2128.758852924475;2336.758852924475;3450.3588529244744
51023,202.8187658324045,662;589;939;721;294,202.8187658324045;1234.9287769784173;1554.994791772216;1762.9947917722159;2791.2746276218463
51024,675.8545022673288,662;589;939;721;294,675.8545022673288;1600.6545022673288;1806.086023537033;2014.086023537033;3151.5801446771757
51025,387.1831305309735,662;589;939;721;294,387.1831305309735;1351.6053429203541;1389.2355199115045;1597.2355199115045;2780.20596238938
51026,657.4009620340148,662;589;939;721;294,762.7203229685621;891.0601614842811;1959.6891255797973;2167.6891255797973;3087.0570176945553
51027,642.6372045800665,662;939;721;589;294,642.6372045800665;1158.5088611878843;1366.5088611878843;1543.7620960009026;2617.407016752214
51028,361.6926738125676,662;589;939;721;294,361.6926738125676;1284.9042383715212;1607.1347428459042;1815.1347428459046;2904.7464155767525
51029,539.5762172284644,589;662;939;721;356,553.2759259259259;1118.5442467748649;2197.071233874324;2405.071233874324;2799.456783187682
51030,500.34920586900614,820;803;339;826;436,500.34920586900614;579.2556345484799;617.6555589169565;636.918771744063;648.7038420813794
51031,172.20262121585037,73;820;339;380;751,191.55547624907703;293.61069406842233;312.33245139059807;341.66761014029044;388.9418410041841
51032,355.0848838788537,73;820;339;380;751,355.0848838788537;482.7504957218525;523.4430259405134;549.5944995246504;601.9912943093848
51033,257.1356516211062,820;803;436;826;339,268.99533375715197;314.09719008264466;364.7280991735537;367.96761602034326;385.6953337571519
51034,499.7768439273007,73;303;820;339;380,517.5434272526205;598.4612943552264;661.0434272526204;697.3434272526205;712.7434272526204
51035,189.45899167837456,380;669;758;73;339,221.9899221873987;251.90900788933317;282.06183940343675;337.0180860261537;427.21894520696
51036,233.92102102102098,820;339;73;380;751,257.72529452529454;317.27109032109036;345.85843150843147;415.5382074382074;421.72471702471705
51037,290.6411764705882,669;380;758;576;670,290.6411764705882;319.44117647058823;322.1411764705882;358.8294117647059;483.8588235294118
51038,151.19339305711088,654;1;194;803;670,155.61463232549457;297.6834733109369;359.3851997013811;360.2176931690929;373.2335199701381
51039,185.76208189681245,941;799;614;736;654,190.34188592511947;282.11338535051107;388.84298070525614;417.94298070525616;430.5804149277203
51040,163.48858763471355,654;941;1;194;670,171.6067271695973;258.5833011911514;307.356199659671;345.9561996596711;360.14648893930797
51041,130.46627372052905,614;736;941;670;194,206.99039997444254;212.2503418311929;278.6111143057952;287.5344706408536;297.84929078014187
51042,130.89345828515792,436;826;803;194;670,154.98092253392565;244.52103693786893;251.16890403456458;271.0669080508732;279.6169171788475
51043,194.5232928127276,803;826;1;436;194,200.6352361212257;264.5254047392303;264.79338972606575;304.9508879054395;368.7453083860848
51044,634.679954954955,797;798;799;941;614,655.5034777424484;710.0034777424484;733.2889573396926;751.4023184949657;901.415547164812
51045,430.39356511131444,941;799;614;736;654,447.60244848167997;468.7155404522285;615.3432928157539;644.4432928157539;733.3148259486777
51046,276.0750157629256,799;941;614;736;1,276.9120822824716;313.1838272383354;441.37885403530896;470.47885403530887;595.5034363177806
51047,621.0494334408107,941;981;799;652;654,655.6059834177797;687.0153017042837;733.4296545370797;836.2406034085675;847.7225472132658
51048,528.5223886184949,981;941;652;799;654,528.5223886184949;735.1919006614252;815.3372394858357;832.3350305753152;850.3810308249095
51049,1948.3310308182784,798;797;628;417;1010,2128.9637194473967;2168.763719447396;2171.155154091392;2639.140127523911;2685.8345802337935
51050,765.4193032148421,798;797;417;69;799,765.4193032148421;805.2193032148421;1199.2573998017278;1658.1333380540998;1694.200311570599
51051,422.9469506474011,798;797;417;69;799,422.9469506474011;462.7469506474009;830.5346969412649;1289.9765246762995;1309.1361418652655
51052,3224.8363636363633,798;797;417;69;799,3446.109090909091;3485.909090909091;3502.8;4202.5;4370.918181818182
51053,1303.1005515419872,798;797;417;69;799,1303.1005515419872;1342.9005515419874;1815.047541365649;2221.603627748;2232.2036277479997
51054,425.7151952250683,798;797;417;69;799,425.7151952250683;465.51519522506845;1007.2038879217441;1345.8022133797565;1356.4022133797562
51055,5210.5199999999995,798;797;417;981;799,5212.62;5238.38;5806.340000000001;5879.4800000000005;6096.79
51056,731.3991534898579,981;320;652;941;799,731.3991534898579;1018.6558111057873;1061.3796784326253;1082.4850183676729;1142.1917531810682
51057,757.7374930885767,981;797;798;941;799,808.0648567953112;844.6983246710163;871.6630432378636;1040.7571215304656;1061.7997290722108
51058,1994.9110399689562,797;798;410;411;981,2069.6329646876216;2076.6329646876216;2117.073826154443;2202.976872332169;2618.730714008537
51059,1283.8478303010163,797;798;981;799;941,1283.8478303010163;1290.8478303010163;1398.2783251640772;1590.9540998587688;1608.554099858769
51060,1781.8867813987554,798;797;417;981;69,1781.8867813987554;1821.6867813987549;2358.4923471255947;2478.383192969608;2684.7812889051625
51061,404.1517340349199,797;798;799;417;941,405.86519971298736;453.82152595072955;987.8187275771347;988.0069361396795;1030.6187275771345
51062,715.0791119508739,797;798;981;941;799,718.3247992442135;762.8343882853094;853.1895418044402;1004.5090316485592;1012.2648559282003
51063,665.4,981;652;941;320;797,665.4;995.4;1017.1;1068.2;1088.5
51064,Not found,Not found,Not found
51065,464.01155555555556,798;797;417;981;799,478.5292222222223;482.91655555555553;1167.1279814814816;1220.994351851852;1429.6003148148147
51066,236.96767213114754,797;798;417;799;941,255.65301170960186;261.59084777517563;996.4953067915693;1151.3983512880563;1194.1983512880563
51067,574.2033255542591,798;797;417;981;69,574.2033255542591;614.003325554259;1150.764585764294;1282.9576429404904;1476.0645857642942
51068,1363.1473609991942,797;798;981;799;941,1367.6453062046737;1369.3562651087832;1777.1292405318293;1969.9214141821117;1990.3693593875907
51069,Not found,Not found,Not found
51070,510.33685606447006,410;411;320;981;652,519.6102417627258;560.1922574722023;629.0120575334082;855.5504743445883;861.0504743445885
51071,362.5199174929435,410;411;320;981;652,362.5199174929435;440.90523992183535;943.309821234711;1134.3233190996598;1139.8233190996598
51072,250.1137878986744,320;981;652;410;411,250.1137878986744;581.6988581178632;599.393831211445;826.7330423940149;867.833042394015
51073,373.7506526631658,320;981;652;410;411,388.51054013503375;447.195633908477;560.1704576144036;835.2859864966241;876.3859864966241
51074,382.7310859246343,410;411;320;981;652,382.7310859246343;422.9103652039135;750.3144531628402;955.2585973069844;960.7585973069844
51075,509.1488138096556,320;410;981;652;411,509.1488138096556;819.9898273793041;852.5405058617189;858.0405058617189;860.5837995015232
51076,408.79575280638824,410;411;320;981;652,408.79575280638824;487.3190371484782;985.6375303784284;1180.1789260502255;1185.6789260502258
51077,280.00810094915755,410;411;320;981;652,280.5130159664484;339.98034728864695;814.5824074755353;1005.2824074755353;1010.7824074755353
51078,469.6817464572961,320;981;652;410;411,474.4545078513979;620.063653772501;700.1185522788203;736.3220068939103;777.4220068939104
51079,607.9818173687506,410;320;411;981;652,641.5754494231285;662.7067435828637;682.1724174939629;992.1148376710491;997.6148376710491
51080,474.2040673211781,410;411;320;981;652,474.2040673211781;514.0840239704195;823.434808109142;1071.724607930639;1077.224607930639
51081,442.07657016683027,320;410;411;981;652,442.07657016683027;692.067185966634;733.0087953876349;752.2669038272817;757.7669038272817
51082,386.81665626949473,320;981;652;410;411,386.81665626949473;697.2884071532543;714.9541068829278;917.7504470783947;958.8504470783948
51083,588.0818113450795,320;410;411;981;652,621.1110442629995;652.3197142243232;693.4197142243232;794.2675118177912;817.3110442629996
51084,245.75530140110786,981;652;320;654;1,249.2679960899316;387.6135288367546;623.4769892473117;631.1454219615509;718.9822417725644
51085,351.4413360020015,981;652;320;654;941,351.4413360020015;701.070983237428;747.728556417313;794.7355516637479;910.8359369527145
51086,456.12283379650756,981;941;654;652;799,514.9739723754615;574.8838939815007;599.9181094197188;618.6884648886307;680.2204404993985
51087,Not found,Not found,Not found
51088,344.49390936555886,652;981;654;803;320,344.49390936555886;605.2290453172205;633.0356435045318;660.3648157099698;661.5290453172205
51089,368.77054794520546,652;981;320;1;654,417.86399921158966;510.73725238986896;524.1060806149601;798.1148122597812;835.899295358234
51090,264.7465744920993,981;652;654;941;1,264.7465744920993;467.3002257336343;535.470914221219;679.5838713318284;726.6310383747178
51091,371.24285714285713,652;654;803;1;826,371.24285714285713;393.62857142857143;434.3285714285715;468.74285714285713;485.0285714285714
51092,513.3301653160454,652;820;981;654;803,513.6342884927067;737.2830988654779;767.4877990275527;768.0429951377633;773.622230145867
51093,262.20370505433596,652;981;654;1;670,278.10058347312383;398.0655094449712;533.5613740792065;553.4543140544089;623.1543140544089
51094,491.24099081102673,320;652;981;1;654,539.3780663204154;564.9188840058597;619.8184844852843;955.4526701291783;991.1118391263816
51095,282.35838926174495,654;981;652;1;941,302.02868288590605;419.7189429530202;429.0364848993289;467.9848322147651;490.5299161073826
51096,467.84431077694234,803;820;652;826;436,524.2504547081991;533.1303687790905;558.1235875402793;580.54761188686;603.7846186895811
51097,314.34677275620624,654;941;981;1;652,330.9145957988542;411.8689369828135;486.7505028644175;516.2485932527053;534.7549077021006
51098,628.1947935818151,981;320;652;654;941,628.1947935818151;816.2884255390273;952.4427043289319;1038.318995487214;1109.6975263245863
51099,862.090442274065,410;411;320;981;652,862.090442274065;904.9839297138228;1393.8839297138227;1584.5839297138225;1590.0839297138225
51100,503.3151069599277,410;411;320;981;652,503.3151069599277;590.4796022898463;1210.0455980717081;1396.4813257005123;1406.2455980717084
51101,634.6004861111112,410;411;320;981;652,634.6004861111112;677.6228163580246;1166.5941512345678;1357.2941512345678;1362.7941512345678
51102,371.05749742651267,981;320;652;654;941,371.05749742651267;609.6230012581495;696.3993022989821;855.9333638339242;1009.5969461283314
51103,682.3477625462854,981;320;410;652;411,682.3514968880486;791.2925194989364;977.2078389663595;980.8097652249271;1018.3078389663594
51104,501.71421012849584,981;320;652;654;410,501.71421012849584;637.9781746031746;809.0551398337112;989.9519368858655;1055.1880196523055
51105,828.4174169545574,410;411;320;981;652,828.4174169545574;898.9799202763754;1387.8799202763753;1578.579920276375;1584.079920276375
51106,502.6,410;411;320;981;652,502.6;540.7;1029.6;1220.3;1225.8
51107,465.8351605383864,410;411;320;981;652,465.8351605383864;553.0351605383863;1151.080321828709;1244.1122340025563;1347.280321828709
51108,705.277379741885,410;411;981;320;652,706.3483848259681;772.033152131404;937.5917403206884;960.1043136488071;1156.1431247555731
51110,393.3217085953879,21;294;800;69;26,393.3217085953879;1416.6936163522014;1524.593616352201;1687.1984591194969;1858.796158280922
51111,1734.2,21;294;800;69;83,1734.2;2955.3;3063.2;3100.3;3346.5
51112,431.11589965710164,21;294;69;800;798,431.11589965710164;1330.163237682729;1347.114762678217;1438.0632376827289;1585.508337845154
51113,865.7711534468439,21;294;800;69;26,915.8773359634552;919.3187240448506;1027.2187240448504;1313.9057153239203;1364.3899657392028
51114,314.96476244882416,21;69;294;800;798,314.96476244882416;1402.6190993049604;1534.8525088070076;1642.7525088070076;1643.6259068837473
51115,365.8502699309479,21;294;69;800;798,365.8502699309479;1653.474601381042;1721.821644695543;1761.374601381042;1969.321644695543
51116,708.5662204500143,21;417;69;798;294,708.5662204500143;1632.416918256907;1682.4922386784392;1913.407106237539;1942.8913272571915
51117,442.1279642058165,21;294;800;69;798,442.1279642058165;1291.304377006128;1399.2043770061277;1504.658593522031;1740.910952242
51118,629.168506470794,799;941;614;736;69,640.885358516964;678.8164533053515;707.4063378803778;736.5063378803777;770.3118782791187
51119,390.53324680028976,69;767;614;736;941,412.58755735329623;489.6863801014248;550.9056809949287;554.8873400144893;682.7295158174354
51120,409.34999999999997,69;614;736;941;767,409.34999999999997;706.15;735.25;774.0499999999998;801.75
51121,683.4,69;798;797;799;614,683.4;765.2;805.0;975.8;986.4
51122,510.5970337981565,69;614;736;941;799,569.3588001260538;591.8674938942725;620.9674938942725;656.3030371070669;691.849893642165
51123,373.32019701040167,767;614;736;69;941,401.2884066955983;422.0303437349315;423.8018598884067;555.7134256389062;558.4120892746436
51124,292.98349722957124,69;767;736;614;294,297.2749263714871;543.0265262317176;759.4745669645085;764.9745669645085;805.6106823740828
51125,647.4568548791495,294;800;69;21;26,647.4568548791495;755.3568548791495;972.5155651389027;1116.6986661317824;1132.3568548791495
51126,Not found,Not found,Not found
51127,286.43324830875014,69;767;614;736;941,286.43324830875014;842.1422923366974;899.3847898414107;906.9828712432071;986.0412332261285
51128,598.0894866410832,69;294;800;767;26,611.2370718992107;734.0530301933242;841.9530301933243;970.7634421837668;1015.2774093114185
51129,476.81432603044937,294;69;800;767;26,523.5268176754548;543.9999628666915;631.426817675455;748.3152023765317;776.2268176754549
51130,262.6210526315789,69;767;614;736;941,262.6210526315789;587.4631578947368;625.7526315789473;630.1789473684211;738.6368421052631
51131,465.4586005830904,294;800;69;26;767,467.03969965344623;574.9396996534463;655.2575279168271;814.4500852632159;836.9166675834755
51132,549.4825714285715,69;294;800;767;21,549.4825714285715;942.3067407407407;1050.2067407407408;1052.3546084656086;1143.4906402116403
51133,779.230947313556,294;800;69;21;767,779.230947313556;887.1309473135559;931.7739868826825;1067.9534465534464;1253.5161751292185
51134,673.7147076225224,21;69;294;800;767,673.7147076225224;994.2207918351248;1214.3433783650528;1322.2433783650526;1458.188122473129
51135,875.8342029289801,21;294;69;800;767,896.8850349063042;967.4216681539026;1035.6947299354365;1075.3216681539027;1409.575686315679
51136,765.3468283035453,21;69;294;417;798,793.7919645473191;885.017938763551;1152.8549809551714;1235.3341561675943;1235.927124230882
51137,758.6319327731093,69;294;800;21;767,762.5613531566474;881.7867744020685;989.6867744020686;1000.3579530273648;1216.3733419521654
51138,717.2818634271647,69;798;417;797;799,762.3188001712513;843.3282725034784;873.2599807342395;883.1282725034785;1132.191501658996
51139,551.3109812515218,798;797;417;69;799,554.9602710818928;594.7602710818927;689.3065579092606;976.4068906744583;1171.0577144712279
51140,380.79461491976105,417;798;797;69;799,385.2772040555966;774.2157456523198;814.0157456523199;1144.0546766937484;1486.3103672866448
51141,593.5962295081966,417;69;798;797;21,593.7738999137188;1173.1050992234686;1213.7888524590164;1253.5888524590164;1373.793666954271
51142,859.8767391304348,21;294;800;721;939,859.8767391304348;1687.1427515527948;1795.0427515527954;1953.5239192546583;1966.6776335403727
51143,1182.7849250197316,21;939;721;294;800,1202.0965745856354;1686.5754853985793;1693.592865035517;1728.380584056827;1836.2805840568271
51144,1692.3217253121454,21;939;589;721;662,1876.1991600454032;1938.177775255392;2018.6265834279232;2074.5562542565267;2304.1236549375712
51145,180.95056757335615,767;576;670;194;294,180.95056757335615;487.3617762547298;540.0617762547298;548.8617762547298;615.6162061826229
51146,425.5565293296089,767;69;576;670;194,428.94281599162014;573.2485073324021;608.4886696927374;661.1886696927374;669.9886696927374
51147,189.72635008749168,767;576;670;194;736,189.72635008749168;406.48309298256197;459.183092982562;467.98309298256197;490.51053520786826
51148,734.2971098926206,294;800;26;767;21,734.2971098926206;842.1971098926205;1174.2722755311856;1177.7722755311856;1265.4404900616862
51150,683.2000000000002,294;303;26;800;767,683.2000000000002;700.6;742.7999999999998;746.7000000000002;1180.3
51151,Not found,Not found,Not found
51152,729.9534628571429,303;294;26;800;767,729.9534628571429;964.2734057142858;965.0151200000001;1027.773405714286;1461.3734057142858
51153,520.294979747146,294;800;26;303;767,522.4903891002823;582.9654596784092;606.9150730330183;649.6964404075119;1014.1888302442619
51154,451.2257214313197,303;26;294;800;767,451.2257214313197;659.5402462485572;721.1353597537515;769.3410638707194;1196.3481338976528
51155,977.78125,721;939;303;294;26,1056.65625;1075.75625;1096.7875;1245.9375;1262.1375
51158,462.0353684210526,303;26;294;800;73,462.0353684210526;932.9223157894737;987.7888421052631;1040.3724631578948;1271.4353684210525
51159,461.70680272108837,294;800;26;767;303,461.70680272108837;552.4469387755101;845.3676173033317;925.347200418629;963.512776905634
51160,620.8264199485454,303;294;26;800;767,620.8264199485454;819.8305264199485;830.4870571937464;883.3305264199486;1316.9305264199486
51161,718.7336561743341,294;800;26;767;576,718.7336561743341;826.6336561743341;1145.5155569007266;1162.033656174334;1253.8336561743342
51163,777.8796231961518,294;800;303;26;767,780.3406600748262;873.3049037947623;930.6514430785677;948.0729556386959;1232.9471272047033
51164,318.0840027137042,303;26;73;294;800,340.5222523744912;387.3370013568521;832.7241383989145;885.3428900949796;924.3428900949796
51165,230.90095449351347,303;26;294;73;800,230.90095449351347;566.2726557773746;854.8822410432211;861.4661020367009;893.8822410432211
51166,313.55122392211405,303;26;294;800;73,314.27829624478437;615.1329554937412;687.80235744089;727.5215368567456;1112.988873435327
51167,385.65000000000003,303;26;294;800;767,389.65909090909093;430.54090909090905;570.9318181818181;609.9318181818181;994.3727272727272
51169,941.0779984284591,721;939;294;800;26,941.0779984284591;960.1779984284592;1289.276069719266;1397.1760697192653;1729.0760697192657
51170,742.797259201253,721;939;294;800;303,742.797259201253;761.897259201253;1439.9927303576092;1547.892730357609;1768.7177499347429
51172,1127.7626865671643,294;721;939;800;303,1178.449253731343;1244.1955223880598;1263.2955223880595;1286.3492537313434;1412.7671641791044
51173,854.3739130434784,721;939;303;294;26,854.3739130434784;873.4739130434783;1305.0043478260868;1312.286956521739;1359.204347826087
51174,905.9543801954875,721;939;294;800;26,905.9543801954875;925.0543801954874;1294.5089248195852;1402.4089248195853;1730.0723211838858
51175,329.47286285922155,26;767;576;294;670,346.14424336122227;475.8255183703165;581.1626591487814;596.6942615496544;633.8626591487813
51176,313.6975984889368,294;800;26;767;576,313.6975984889368;356.555504587156;533.7590124123044;672.1837560712358;763.9837560712358
51177,266.92480801579757,26;303;294;800;767,267.8107657427046;477.042492503474;771.1773348935858;810.1773348935858;885.703086374607
51178,387.42420368962894,26;294;800;767;576,418.4677122918538;475.83293719339457;527.2374628618808;564.4994956125199;662.7345747253506
51179,310.5894131334023,294;800;26;767;69,310.5894131334023;417.90117631851086;666.2736297828335;719.9741726990693;786.8180325749743
51180,305.270565193061,294;800;26;767;576,305.270565193061;405.66015668718535;773.3986196605111;776.8986196605111;868.6986196605111
